id,f_01_past_tense,f_02_perfect_aspect,f_03_present_tense,f_04_place_adverbials,f_05_time_adverbials,f_06_first_person_pronouns,f_07_second_person_pronouns,f_08_third_person_pronouns,f_09_pronoun_it,f_10_demonstrative_pronoun,f_11_indefinite_pronoun,f_12_proverb_do,f_13_wh_question,f_14_nominalization,f_15_gerunds,f_16_other_nouns,f_17_agentless_passives,f_18_by_passives,f_19_be_main_verb,f_20_existential_there,f_21_that_verb_comp,f_22_that_adj_comp,f_23_wh_clause,f_24_infinitives,f_25_present_participle,f_26_past_participle,f_27_past_participle_whiz,f_28_present_participle_whiz,f_29_that_subj,f_30_that_obj,f_31_wh_subj,f_32_wh_obj,f_33_pied_piping,f_34_sentence_relatives,f_35_because,f_36_though,f_37_if,f_38_other_adv_sub,f_39_prepositions,f_40_adj_attr,f_41_adj_pred,f_42_adverbs,f_43_type_token,f_44_mean_word_length,f_45_conjuncts,f_46_downtoners,f_47_hedges,f_48_amplifiers,f_49_emphatics,f_50_discourse_particles,f_51_demonstratives,f_52_modal_possibility,f_53_modal_necessity,f_54_modal_predictive,f_55_verb_public,f_56_verb_private,f_57_verb_suasive,f_58_verb_seem,f_59_contractions,f_61_stranded_preposition,f_62_split_infinitve,f_63_split_auxiliary,f_64_phrasal_coordination,f_66_neg_synthetic,f_67_neg_analytic,
2161,G15,84.11808058,11.4231903,22.88732394,5.097445136,4.585653456,21.27006223,10.13347527,57.81198821,8.761873567,2.538486734,5.50687848,6.039141828,0.204716672,11.64837864,9.969701933,161.603341,0.388961677,0.184245005,11.27988863,1.596790043,1.555846708,0.204716672,0.634621684,13.55224369,2.006223387,0.491320013,1.801506715,2.354241729,1.228300033,0.818866689,1.514903374,0.204716672,0.634621684,0.51179168,0.839338356,0.859810023,1.719620046,0.757451687,88.86750737,44.9557812,4.9950868,58.71274157,0.095807403,4.367745803,0.409433344,1.719620046,0.450376679,0.962168359,5.650180151,0.388961677,3.541598428,3.623485097,1.228300033,2.825090075,5.87536849,17.52374713,4.073861775,0.859810023,12.01686865,0.941696692,0.061415002,0.51179168,5.977726826,1.596790043,8.311496888
2162,G16,83.06353703,12.70740591,33.24564953,2.792391744,6.414407123,22.98664508,8.700930797,58.53905301,10.44111696,2.509105625,4.451639013,5.787130716,0.121408337,5.544314043,8.660461352,162.5657628,0.445163901,0.060704168,16.22824767,1.416430595,3.682719547,0.930797248,0.849858357,16.6936463,1.072440308,0.222581951,0.87009308,1.740186159,0.323755565,1.112909753,1.578308377,0.222581951,0.485633347,0.50586807,1.214083367,1.821125051,1.821125051,1.052205585,74.11978956,31.5256981,8.599757183,61.27074059,0.068696884,4.099148114,0.121408337,2.488870902,0.566572238,1.578308377,6.009712667,0.586806961,3.217320923,3.460137596,1.355726427,6.313233509,17.48280049,19.78955888,4.471873735,2.428166734,22.3796034,0.465398624,0.020234723,0.708215297,6.353702954,0.890327803,9.753136382
2163,G17,86.74814784,10.90368758,25.36520028,5.901804027,3.788037336,15.27771964,10.96647273,46.90050647,12.3686744,1.883554477,3.599681889,3.725252187,0.125570298,10.90368758,6.027374325,173.7683647,0.481352811,0.041856766,17.4333431,3.557825122,4.29031853,1.381273283,1.067347537,13.87551798,1.276631367,0.209283831,1.946339626,1.171989452,0.041856766,1.004562388,5.566949897,0.858063706,1.653342263,0.565066343,0.795278557,0.753421791,3.934536018,1.485915198,89.40605249,29.92758779,7.555146289,49.62119627,0.083901888,4.305859674,0.397639278,1.695199029,0.858063706,0.54413796,2.490477586,0.669708258,1.84169771,3.432254824,1.423130049,5.92273241,10.79904567,17.26591604,5.483236365,1.067347537,2.17655184,0.292997363,0,0.27206898,4.101963082,1.444058432,7.973713951
2164,G19,14.73997288,5.64230416,39.40865153,2.864890872,1.902637449,0.196824564,0,6.67016577,4.133315838,1.924506845,0.612343087,0.831037047,0.021869396,56.86042951,11.59077986,184.6651795,1.049731006,0.262432752,7.260639461,2.011984429,3.171062415,0.196824564,0.10934698,12.77172724,2.230678389,0.896645235,2.60245812,2.558719328,0.153085772,0.743559463,1.727682281,0.743559463,1.268424966,0.699820671,0.852906443,1.180947382,0.612343087,2.208808993,109.9374535,92.04828763,3.805274898,49.38109609,0.089183397,5.560631336,6.692035166,2.777413288,0.371779731,1.487118926,3.783405502,0.043738792,5.489218388,5.073699864,1.793290469,2.099462013,5.358002012,10.54104886,6.210908455,0.524865503,0.043738792,0.459257315,0.021869396,0.502996107,11.21900013,0.787298255,3.84901369
2165,G1A,38.8860479,7.223216569,51.88357624,2.812579903,3.941873349,26.93258331,8.522969403,35.92431603,10.67501918,3.771413961,3.451802608,5.433392994,0.383533623,11.0585528,8.331202591,173.2080457,0.745759823,0.063922271,13.5089065,1.747208728,3.537032302,0.255689082,0.340918776,12.40092048,1.27844541,0.703144976,1.384982528,1.299752834,0.447455894,0.85229694,2.00289781,0.3622262,1.406289951,1.299752834,0.830989517,0.78837467,2.727350209,1.022756328,88.8306486,51.99011336,5.944771158,54.73877099,0.121580159,4.441803855,0.980141481,1.917668116,0.213074235,1.363675104,5.795619194,0.873604364,5.433392994,4.261484701,1.832438422,5.539930112,8.544276826,15.93795278,2.748657632,1.150600869,9.503110884,0.276996506,0,0.809682093,4.49586636,1.427597375,9.396573766
2166,G1C,26.16253223,4.334489197,39.67724727,2.178358673,2.44509647,2.289499422,0.733528941,12.025429,7.624255357,3.778785454,1.467057882,2.534009069,0.088912599,35.34275807,10.91402152,200.1867165,1.155863786,0.133368898,10.91402152,2.111674224,2.911887614,0.400106695,0.422334845,17.13790344,1.066951187,0.777985241,3.089712812,1.822708278,2.46732462,0.955810438,1.355917133,0.422334845,1.400373433,0.711300791,0.666844492,0.555703743,2.756290566,0.978038588,107.0729972,86.71201209,5.068018138,41.32213035,0.081243887,4.949972622,2.845203165,2.333955722,0.244509647,1.555970481,6.735129368,0.02222815,6.935182715,5.934915978,1.555970481,5.557037432,4.712367743,9.602560683,5.534809282,0.333422246,0.200053348,0.244509647,0.066684449,0.755757091,10.62505557,1.155863786,4.734595892
2167,G1D,73.73929591,13.58705994,41.48430067,2.492863939,4.319695528,20.66603235,16.72692674,54.10085633,11.89343482,3.539486204,6.584205519,8.334919125,0.095147479,6.75547098,11.24643197,127.4976213,0.26641294,0.057088487,13.87250238,2.017126546,3.215984776,0.437678402,0.951474786,12.38820171,2.207421503,0.190294957,0.570884872,1.141769743,0.152235966,0.570884872,0.93244529,0.418648906,0.818268316,1.59847764,1.084681256,0.818268316,3.444338725,1.693625119,62.53092293,35.45195052,7.250237869,56.72692674,0.081731684,4.267680169,0.285442436,1.941008563,0.608943863,1.522359657,6.298763083,1.103710752,3.444338725,4.909609895,2.226450999,6.62226451,24.96669838,21.25594672,5.442435775,0.761179829,28.14462417,0.837297812,0,0.742150333,5.461465271,1.503330162,15.1284491
2168,G1E,6.791321221,3.770506262,55.5433057,6.703122244,3.814605751,0.066149233,0,7.452813547,1.874228259,1.256835421,0.485094373,0.242547186,0,23.30657964,12.56835421,240.0114659,1.56553184,0.374845652,9.900335156,1.234785676,0.551243606,0.044099488,0.110248721,7.144117128,2.800317516,1.322984653,1.808079026,1.786029282,2.954665726,0.308696419,0.485094373,0.176397954,0.705591815,1.499382607,0.352795908,1.56553184,0.286646675,0.529193861,113.1151879,108.0657964,6.173928382,51.3538543,0.115783207,5.277013252,2.337272888,3.572058564,0.793790792,2.315223143,4.718645264,0.176397954,3.616158053,2.668019051,0.242547186,0.485094373,1.830128771,6.195978127,1.786029282,0.904039513,0.088198977,0.044099488,0,0.15434821,19.80067031,0.99223849,1.234785676
2169,G1F,32.12939423,3.287455071,27.46120803,2.257385816,2.60804769,6.794073814,0,10.19111072,6.005084597,2.958709564,1.183483826,1.665643903,0.241080039,41.37810117,12.1416674,195.6035768,1.753309371,0.109581836,11.19926361,2.476549487,3.550451477,0.832821951,0.284912773,15.29762427,1.249232927,0.788989217,3.572367844,1.950556676,0.065749101,1.271149294,2.410800386,1.139651091,3.112124134,0.438327343,0.854738319,1.38073113,0.76707285,1.402647497,120.9345139,78.39484527,5.413342684,51.89795739,0.073069168,5.249542002,4.558604366,2.410800386,0.131498203,2.016305777,6.728324713,0.109581836,8.218637679,4.953098974,2.76146226,1.731393004,4.733935303,10.49793986,3.68194968,1.008152889,0.262996406,0.46024371,0.065749101,0.701323749,17.46734461,1.293065661,3.090207767
2170,G1G,13.57788454,5.272371957,49.83307548,1.363895448,2.157804739,1.832098363,0.101783242,10.80938034,7.165540265,4.702385799,1.913524957,2.54458106,0.040713297,39.26797492,8.71264555,196.0141682,1.465678691,0.386776321,11.50150639,2.218874684,5.435225145,0.284993079,0.488559564,14.53464702,1.160328963,0.529272861,2.707434248,1.709958472,0.773552642,1.974594903,3.562413484,0.793909291,2.646364303,1.465678691,1.424965394,1.139972315,1.60817523,2.259587981,129.3665011,99.42187118,4.661672502,43.72608094,0.079574139,5.271809225,4.539532611,1.526748636,0.101783242,2.0153082,5.252015308,0.061069945,11.17580002,6.900903835,1.567461933,3.033140624,12.84504519,10.32082078,5.659148278,0.814265939,0.081426594,0.244279782,0.020356648,0.875335885,14.14787069,0.895692533,5.822001466
2171,G1H,30.54537376,5.775852494,31.14517383,2.465844718,3.421081862,1.221814951,0.088859269,10.41874931,4.08752638,2.132622459,0.910807509,0.955237143,0.022214817,34.52182606,12.44029768,212.7735199,1.577252027,0.422081528,8.619349106,2.310340997,3.287792958,0.422081528,0.644229701,14.43963123,2.177052094,1.399533489,3.776518938,2.065978007,0.266577807,1.266244585,1.843829834,0.510940798,1.044096412,0.866377874,0.377651894,0.555370432,0.666444518,1.06631123,114.3396646,80.973009,3.776518938,40.05331556,0.121826058,5.305962504,3.932022659,1.821615017,0.24436299,0.73308897,4.33188937,0.022214817,6.175719205,3.043429968,0.355437077,1.488392758,5.820282128,8.974786182,4.687326447,0.599800067,0.377651894,0.599800067,0.111074086,0.622014884,11.84049761,0.955237143,2.799066978
2172,G1J,25.17039798,8.704975366,40.12968116,1.914584025,2.399611978,3.037806653,0.076583361,8.015725117,5.335307482,4.084445919,0.791361397,1.378500498,0.025527787,35.5346795,10.31322595,206.9027136,0.944528119,0.076583361,10.0068925,1.914584025,5.43741863,0.127638935,0.306333444,13.70842162,1.046639267,0.944528119,3.293084523,2.782528783,0.306333444,1.225333776,3.088862227,0.485027953,1.123222628,1.582722794,0.816889184,0.357389018,0.638194675,1.889056238,120.1848212,81.58680724,4.007862558,38.92987517,0.111377735,5.075319088,3.344140096,2.271973043,0.204222296,0.663722462,5.335307482,0.025527787,6.739335767,3.39519567,0.714778036,2.782528783,8.424169709,13.01917137,5.973502157,0.561611314,0.102111148,0.280805657,0.025527787,0.382916805,12.38097669,0.842416971,3.624945753
2173,G1L,70.48230774,11.52721225,23.60880121,4.549712298,4.9511575,16.28720537,8.334767066,37.39175317,12.34921909,3.402726004,3.957102713,4.702643803,0.095582191,6.098143794,13.64913689,143.7938483,0.554376709,0.076465753,11.94777389,3.899753398,4.396780792,0.439678079,0.974938349,13.99323278,3.039513678,0.401445203,1.051404102,2.064575328,1.357267114,1.032287664,1.146986294,0.21028082,0.611726023,1.873410946,1.758712317,0.707308214,3.479191757,1.108753417,77.47892413,50.19976678,4.970273939,67.84423926,0.071763109,4.357768077,0.477910956,2.217506834,0.611726023,3.307143813,4.645294489,1.032287664,2.599835599,6.2510753,1.72047944,9.080308157,13.07564375,21.23836287,2.714534228,1.204335608,9.730267057,0.592609585,0.057349315,1.242568485,8.028904055,0.764657529,9.768499933
2174,G1M,71.53637811,8.497529307,27.99429363,8.146049993,3.990323981,15.17563628,10.04817334,44.72057395,10.19290012,2.584406724,5.437591746,4.176401265,0.289453553,11.70219364,14.10052308,165.8982364,0.330804061,0.103376269,10.93720925,2.873860277,1.36456675,0.268778299,0.827010152,12.77730684,3.597494159,0.661608121,2.460355201,2.522380962,0.413505076,0.496206091,1.137138958,0.206752538,0.578907106,0.454855583,0.206752538,0.372154568,2.12955114,0.76498439,80.488763,43.56275973,5.230839209,58.42826721,0.09535427,4.480190014,0.16540203,1.467943019,0.289453553,0.682283375,3.721545682,0.909711167,2.481030455,4.548555834,0.868360659,3.680195174,6.243926644,15.69251763,3.866272458,1.261190481,13.25283768,0.847685405,0.062025761,0.496206091,3.948973474,1.736721318,6.988235781
2175,G1N,6.859165837,4.148689014,64.81174171,1.770107313,3.189880887,4.86779511,0.848176421,24.799941,8.500202825,2.286388612,2.30482723,1.806984548,0.018438618,34.44333813,9.588081277,178.3567504,1.346019102,0.147508943,11.04473209,0.866615039,3.189880887,0.479404064,0.276579268,11.94822436,1.36445772,0.534719917,2.341704466,0.958808128,1.825423166,1.346019102,4.204004868,1.014123981,3.798355275,0.700667478,1.10631707,0.885053656,1.19851016,1.382896338,124.9216359,71.94748682,4.204004868,40.25150275,0.112106796,5.060119902,1.62259837,1.382896338,0.092193089,0.977246746,3.318951211,0,8.11299185,3.226758122,0.626913007,2.194195523,5.937234945,11.7822768,3.116126415,0.68222886,1.309141867,0.68222886,0,0.479404064,7.283254047,1.032562599,4.111811779
2176,G1R,37.08362685,7.547549562,18.79339841,2.23910637,4.65432223,2.515849854,0.125792493,10.64204488,4.83043172,2.06299688,0.805071953,1.38371742,0.025158499,34.64325249,7.572708061,205.0669216,1.283083426,0.402535977,8.402938513,1.157290933,4.050518265,0.779913455,0.201267988,15.39700111,1.03149844,0.880547449,2.541008353,1.132132434,0.301901982,1.962362886,2.213947872,0.704437959,1.610143907,2.666800845,0.679279461,0.830230452,0.704437959,0.830230452,127.9058066,97.38854785,3.471872799,42.14048506,0.117766932,5.182765394,5.056858207,2.289423367,0.301901982,2.163630875,3.547348294,0.100633994,5.383918688,2.264264869,0.905705947,2.440374358,6.239307638,8.428097011,3.522189796,0.880547449,0.402535977,0.125792493,0,0.201267988,7.321123075,1.081815437,3.899567274
2177,G1S,68.92722924,10.29210796,30.29979501,5.14605398,5.509053639,22.24974376,15.71574991,64.69935087,12.85445849,3.288349846,4.227878374,6.982405193,0.59788179,7.580286983,10.80457807,129.0143492,0.256235053,0.042705842,11.76545951,2.113939187,3.800819952,0.619234711,0.683293475,14.81892723,2.754526819,0.384352579,1.217116502,1.793645371,0.512470106,1.067646054,0.576528869,0.298940895,0.747352238,0.832763922,0.661940553,1.217116502,3.501879057,0.747352238,74.94875299,43.51725316,5.124701059,72.21557909,0.087055859,4.200871683,0.619234711,3.437820294,1.238469423,2.156645029,5.872053297,1.302528186,5.124701059,5.167406901,1.77229245,6.021523744,9.736932012,23.42415442,3.288349846,1.024940212,19.11086437,0.725999317,0,0.832763922,5.444994875,2.049880424,11.93628288
2178,G1V,38.14203814,6.084006084,49.72504973,5.85000585,4.446004446,25.15502516,21.52802153,25.62302562,12.75301275,1.638001638,3.042003042,2.925002925,0.468000468,8.892008892,12.63601264,176.4361764,0.117000117,0.234000234,8.19000819,0.585000585,1.053001053,0.351000351,0.351000351,11.11501112,4.446004446,4.329004329,1.989001989,2.106002106,1.521001521,0.936000936,0.351000351,0.585000585,3.276003276,0.468000468,0.234000234,1.872001872,2.925002925,1.053001053,106.7041067,74.2950743,3.51000351,56.51105651,0.246051246,4.351530409,0.936000936,1.404001404,0.468000468,0.702000702,2.223002223,1.17000117,6.318006318,5.616005616,0.585000585,2.691002691,3.159003159,17.43301743,2.574002574,1.053001053,4.446004446,1.404001404,0,0.234000234,7.137007137,1.521001521,6.435006435
2179,G1W,84.78993199,11.46210725,20.50890909,4.385686137,3.347528549,13.87741266,8.474755821,49.34426577,9.661221636,2.542426746,4.978919045,5.889955296,0.105934448,11.08074324,11.90703193,184.1776309,0.317803343,0.02118689,12.30958283,1.461895379,2.097502066,0.211868896,1.165278925,14.25877667,2.8390432,0.677980466,2.457679188,2.478866078,0.974596919,0.847475582,1.207652705,0.275429564,1.038157588,0.593232907,0.593232907,1.207652705,2.966164537,0.93222314,91.54854976,40.38221149,5.23316172,58.11563804,0.091294307,4.439515533,0.381364012,2.055128287,0.317803343,0.677980466,5.6780864,0.699167355,2.563613636,3.389902328,0.783914913,1.758511833,6.63149643,20.74196487,3.750079451,1.525456048,12.73332062,0.572046018,0,0.46611157,4.936545266,0.889849361,7.712027797
2180,G1X,48.46277922,9.262427294,48.60941395,3.861381299,4.154650765,29.15587272,9.531257637,28.83816413,13.80810401,4.643433208,4.227968131,7.673884354,0.293269466,10.53326165,10.65545726,167.0413999,0.610978054,0.122195611,12.53726966,1.784055917,3.250403246,0.219952099,0.562099809,13.49039542,1.686299428,0.513221565,1.564103817,2.223960115,0.610978054,0.586538932,1.686299428,0.855369275,1.319712596,1.857373283,1.246395229,0.537660687,3.201525001,1.441908207,88.32298744,52.81294296,4.985580918,60.97560976,0.12361308,4.363878264,0.757612787,1.784055917,0.806491031,1.197516985,6.623002102,1.002004008,7.258419278,4.961141796,2.077325382,4.863385307,7.600566988,19.33134562,3.714746566,1.319712596,18.74480669,0.659856298,0,0.733173664,4.399041986,1.344151718,12.53726966
2181,G1Y,47.1064567,8.895723434,25.83068927,4.087750375,5.995367216,7.6888638,1.051135811,32.83826134,6.598797033,1.810289452,1.868685886,2.78356335,0.038930956,17.40213731,10.35563428,208.0859596,0.545033383,0.077861912,6.501469644,0.973273899,2.958752652,0.272516692,0.467171471,9.927393767,2.102271621,1.031670333,1.615634672,2.102271621,0.428240515,0.856481031,1.518307282,0.681291729,2.627839527,1.92708232,0.369844082,1.031670333,1.63510015,0.914877465,109.5322446,59.07772565,2.180133533,49.28659023,0.122827166,4.692994615,1.284721546,1.790823974,0.564498861,1.382048936,3.562182469,0.486636949,4.496525412,4.71064567,1.654565628,2.803028828,7.88351858,13.06133572,2.277460923,0.934342943,0.428240515,0.389309559,0,0.564498861,8.000311448,1.985478753,5.430868355
2182,G20,21.18006326,10.23012324,41.92387392,1.832260879,2.028574545,1.199694623,0.02181263,7.394481405,5.584033155,3.664521758,0.87250518,1.068818846,0,53.96444541,12.17144727,193.347148,1.243319882,0.239938925,11.12444105,3.031955502,5.518595267,0.479877849,0.152688407,15.48696695,1.243319882,0.588940997,3.882648053,3.271894427,0.45806522,1.112444105,1.984949286,0.545315738,1.221507253,0.719816774,0.763442033,0.959755699,1.177881994,1.112444105,125.8370597,82.71349111,4.558839568,40.41880249,0.086094449,5.128600725,3.010142873,2.115825063,0.392627331,1.854073509,5.518595267,0.065437889,5.540407896,3.729959647,1.548696695,5.736721562,8.746864435,9.161304395,5.474970008,0.479877849,0.130875777,0.174501036,0.02181263,0.545315738,9.902933799,1.374195659,2.857454466
2183,G21,25.11990895,5.284123242,48.73587513,4.999593529,3.455003658,21.9087879,5.975123974,13.1290139,9.064303715,2.601414519,1.829119584,3.820827575,0.162588407,17.60019511,12.31607186,206.7311601,1.016177547,0.081294204,11.95024795,1.585236973,1.463295667,0.528412324,0.325176815,13.1290139,2.682708723,0.691000732,1.503942769,2.032355093,0.528412324,0.609706528,1.666531176,0.243882611,1.341354361,1.178765954,0.894236241,0.528412324,2.316884806,0.731647834,99.54475246,70.68531014,4.674416714,54.18258678,0.147914804,4.64891455,1.463295667,1.74782538,0.365823917,2.967238436,5.853182668,0.325176815,4.958946427,5.487358751,0.853589139,6.178359483,3.536297862,12.11283635,3.007885538,0.691000732,6.137712381,0.325176815,0.081294204,1.178765954,12.43801317,0.691000732,4.837005122
2184,G22,20.64809326,3.65540407,73.10808141,3.457814661,3.062635843,11.85536455,17.58545742,16.10353685,8.891523414,2.56866232,3.951788184,3.951788184,0.296384114,5.038529935,13.23849042,227.0302312,0.592768228,0,11.26259632,1.28433116,0.889152341,0.296384114,0.889152341,14.9180004,1.778304683,0.296384114,1.185536455,1.383125864,0.197589409,0.098794705,0.987947046,0.296384114,0.395178818,1.185536455,0.493973523,0.197589409,4.149377593,0.296384114,83.6791148,54.13949812,3.161430547,42.9756965,0.171803991,4.296498408,0.296384114,0.592768228,0,1.580715274,4.544556412,0.493973523,5.137324639,5.532503458,1.778304683,5.137324639,7.903576368,12.15174867,2.667457024,0.592768228,7.607192254,0.493973523,0,0.987947046,11.26259632,0.197589409,3.85299348
2185,G23,29.09787467,4.378363587,65.49302198,4.834443127,3.557420414,10.85469306,15.23305665,19.33777251,8.483079449,1.459454529,4.925659035,4.104715862,0.273647724,5.016874943,10.48982943,237.7998723,0.45607954,0,8.483079449,1.277022713,1.550670437,0.273647724,0.364863632,17.60467025,1.459454529,0.820943172,1.824318161,1.824318161,0.182431816,0.273647724,1.641886345,0.273647724,0.273647724,0.273647724,0.45607954,0.182431816,3.010124966,1.459454529,86.29024902,46.61132902,3.010124966,46.06403357,0.163367691,4.243220865,0.182431816,1.185806805,0.091215908,1.550670437,3.831068138,0.182431816,3.73985223,3.73985223,1.368238621,5.564170391,5.929034024,9.942533978,3.28377269,0.547295448,7.753352185,0.638511356,0,0.638511356,8.118215817,0.364863632,4.469579495
2186,G24,23.04187086,3.954947984,72.39274353,4.040925114,3.009199553,9.80139283,21.49428252,19.60278566,10.48920987,2.407359642,4.384833634,5.158627805,0.17195426,5.072650675,9.543461439,220.7032929,0.601839911,0,11.95082108,2.149428252,0.773794171,0.17195426,0.515862781,17.28140315,2.063451122,0.687817041,0.601839911,1.633565472,0.687817041,0.25793139,1.547588342,0.08597713,0.601839911,0.34390852,1.031725561,0.687817041,3.009199553,1.117702691,85.71919869,54.85340899,5.416559195,47.45937581,0.1533832,4.24263702,0.42988565,0.945748431,0.25793139,1.031725561,5.330582065,0.34390852,4.814719285,6.706216147,1.805519732,6.620239016,4.556787894,12.81059238,2.837245293,0.687817041,10.575187,0.773794171,0.08597713,1.547588342,8.683690138,0.42988565,4.814719285
2187,G25,33.28010757,4.706277838,63.87091352,5.882847298,4.454155811,12.94226406,13.86671149,19.83359946,7.731742163,1.680813514,2.353138919,4.454155811,0.504244054,6.050928649,7.563660812,228.9268006,1.092528784,0,10.33700311,1.596772838,1.848894865,0.168081351,1.17656946,15.46348433,1.17656946,0.168081351,1.260610135,1.17656946,0.420203378,0.58828473,2.016976216,0.168081351,0.504244054,0.756366081,1.092528784,0.420203378,2.521220271,1.512732162,85.30128582,50.42440541,3.361627027,54.54239852,0.157156064,4.195488003,0.756366081,1.680813514,0.252122027,1.428691487,5.126481217,0.756366081,4.790318514,5.714765947,0.924447433,3.445667703,5.798806622,15.2113623,2.016976216,0.336162703,8.824270947,0.672325405,0.084040676,0.420203378,10.58912514,0.504244054,5.378603244
2188,G26,3.034243606,2.167316862,58.08409189,7.802340702,1.733853489,7.36887733,31.20936281,1.300390117,2.600780234,0.433463372,1.300390117,2.167316862,0.433463372,14.73775466,11.27004768,271.3480711,0.433463372,0,10.83658431,3.901170351,0.433463372,0.433463372,0,9.536194192,1.300390117,0.866926745,0.433463372,3.467706979,0.866926745,0,0,0.866926745,0,0,0,0,2.167316862,0.433463372,110.9666233,76.28955353,4.768097096,41.17902037,0.323363676,4.823179792,1.733853489,1.733853489,0.433463372,0.866926745,8.669267447,0.866926745,0.433463372,3.901170351,0.433463372,9.102730819,1.300390117,12.13697443,0.866926745,0,13.00390117,1.300390117,0,0.433463372,13.43736454,0.433463372,2.167316862
2189,G27,30.00616814,5.986720366,42.05217518,4.57167737,4.426544755,11.53804289,2.72123653,9.7238852,7.474329669,2.4309713,2.031856609,2.068139763,0.072566307,12.95308588,12.55397119,240.8475745,0.943361997,0.145132615,13.06193534,3.374333297,1.669025072,0.072566307,0.072566307,15.16635826,1.777874533,0.834512536,1.56017561,4.390261602,0.326548384,0.507964152,2.576103915,0.326548384,1.124777766,0.435397845,0.689379921,1.161060919,2.394688146,1.306193534,108.7406117,64.91056203,4.172562679,54.27959798,0.153550307,4.553384898,1.451326149,2.285838685,0.29026523,1.378759842,4.825659446,0.435397845,4.57167737,2.648670222,1.415042996,4.753093139,2.975218606,8.16370959,2.72123653,0.725663075,1.741591379,0.108849461,0.036283154,0.907078843,7.619462284,1.415042996,4.317695294
2190,G28,26.91812267,7.299270073,39.63404565,1.981702282,3.666149222,8.521319814,1.981702282,12.02232718,6.770816131,3.401922251,1.948673911,2.41107111,0.099085114,32.995343,9.479142583,214.3541302,0.858737656,0.099085114,13.01317832,2.576212967,5.020312448,0.693595799,0.396340456,16.01876011,1.387191598,1.122964627,2.212900882,1.91564554,0.95782277,1.45324834,2.17987251,0.462397199,1.321134855,1.783532054,0.858737656,0.72662417,1.354163226,1.155992998,111.701952,66.32096971,5.945106847,47.16451432,0.128216138,4.91550747,2.609241338,2.245929253,0.462397199,1.618390197,5.812993361,0.330283714,6.803844502,5.647851504,2.576212967,5.746936619,7.827724015,10.76724907,5.251511048,1.089936255,0.594510685,0.561482313,0,0.891766027,7.266241702,1.354163226,5.383624533
2191,G29,18.24765182,7.134150713,41.44260414,1.792500179,3.441600344,7.851150785,1.0038001,9.571950957,4.947300495,2.688750269,0.932100093,1.147200115,0.071700007,36.49530365,11.57955116,234.9609235,0.967950097,0.143400014,11.40030114,1.39815014,4.30200043,0.466050047,0.286800029,16.38345164,1.434000143,1.039650104,2.652900265,2.617050262,0.466050047,1.0038001,2.545350255,0.430200043,1.039650104,1.577400158,0.573600057,0.89625009,1.792500179,1.111350111,114.7558615,69.94335699,5.126550513,40.65390407,0.129024163,5.027197649,2.40195024,2.115150212,0.107550011,1.218900122,4.230300423,0.537750054,6.488850649,6.20205062,1.90005019,5.879400588,7.349250735,10.43235104,6.022800602,0.394350039,0.430200043,0.322650032,0,0.932100093,8.9983509,1.147200115,4.911450491
2192,G2A,5.191295691,1.351159152,31.36111506,5.191295691,0.853363675,0.924477315,0.497795477,0,0.853363675,0.355568198,0.142227279,0,0,18.56065993,10.38259138,381.1691082,0.995590954,0.355568198,4.622386574,2.275636467,0,0,0,6.471341203,2.062295548,2.631204665,3.057886503,6.329113924,0.213340919,0,0.924477315,0,0.142227279,0.142227279,0,0,0.142227279,0.213340919,88.25202674,116.5552553,1.422272792,32.64116057,0.104750391,5.361799435,0.142227279,0.640022756,0,2.986772863,1.280045513,0.213340919,2.915659223,0.995590954,0.07111364,0.782250036,0.711136396,2.631204665,1.991181909,0.07111364,0.07111364,2.204522827,0,0,12.80045513,0.142227279,0.355568198
2193,G2B,2.212144674,2.322751908,66.14312576,5.558013494,3.456476054,13.21756443,15.0978874,3.732994138,4.286030306,2.82048446,3.014047119,2.378055525,0.027651808,16.01039708,13.4387789,250.1659109,0.52538436,0.082955425,14.60015485,2.599269992,0.414777126,0.082955425,0.221214467,10.64594624,2.654573609,1.520849464,1.465545847,3.677690521,0.165910851,0.304169893,1.244331379,0.304169893,0.580687977,0.580687977,0,0.553036169,3.954208605,1.299634996,101.0673598,77.28680456,7.825461785,40.28868488,0.092937728,4.708229426,0.718947019,1.493197655,0.165910851,1.548501272,6.69173764,0.276518084,3.401172437,4.286030306,1.161375954,3.87125318,2.156841057,5.723924345,2.378055525,0.138259042,11.75201858,0.248866276,0,0.497732552,12.96869815,0.967813295,4.037164031
2194,G2C,24.64046615,6.105876519,53.24820233,3.812298537,5.36201339,12.21175304,7.810562856,21.69600793,9.267294818,3.533349864,3.130424002,3.47136127,0.154971485,15.24919415,14.31936524,201.3079593,0.650880238,0.061988594,13.79246219,2.014629308,2.94445822,0.898834614,0.557897347,16.86089759,1.735680635,0.681874535,1.301760476,2.076617902,0.588891644,0.898834614,2.045623605,0.433920159,0.960823209,1.394743367,1.0538061,0.495908753,2.789486734,1.456731961,99.30572775,57.24646665,4.897098934,56.87453509,0.122272502,4.430078696,1.766674932,2.448549467,0.991817506,1.58070915,6.849739648,0.52690305,5.14505331,4.277212993,2.169600793,5.578973469,5.14505331,11.09595834,3.47136127,0.712868832,7.407636995,0.247954376,0.092982891,1.0538061,5.950905033,1.456731961,6.50880238
